nest.id,date,time,adult,stage,num.host.egg,num.bhco.egg,new.parasitism,bhco.swab,host.swab,predated,num.host.hatch,num.bhco.hatch,notes
a28,617.0,1899-12-31T11:10:00Z,yes,incubating,5,0,no,no,no,no,0,0,NA
a28,618.0,1899-12-31T12:52:00Z,no,incubating,5,0,no,no,no,no,0,0,NA
a28,619.0,1899-12-31T11:22:00Z,no,incubating,3,0,no,no,no,yes,0,0,"2 eggs missing, nest intact"
a28,620.0,1899-12-31T09:02:00Z,no,incubating,3,0,no,no,no,no,0,0,NA
a28,621.0,1899-12-31T08:52:00Z,no,incubating,3,0,no,no,no,no,0,0,NA
a28,622.0,1899-12-31T08:57:00Z,no,hatched,1,0,no,no,no,no,2,0,NA
a28,623.0,1899-12-31T09:08:00Z,no,do not Monitor (note),0,0,no,no,no,yes,0,0,"egg and hatchlings gone, nest intact"
a29,603.0,1899-12-31T11:20:00Z,yes,Building,0,0,no,no,no,no,0,0,NA
a29,604.0,1899-12-31T11:13:00Z,yes,Building,0,0,no,no,no,no,0,0,NA
a29,605.0,1899-12-31T10:51:00Z,no,Ready to Lay,0,0,no,no,no,no,0,0,NA
a29,606.0,1899-12-31T15:28:00Z,yes,Laying,1,0,no,no,no,no,0,0,NA
a29,607.0,1899-12-31T14:16:00Z,yes,Laying,2,0,no,no,no,no,0,0,NA
a29,608.0,1899-12-31T16:16:00Z,yes,Laying,3,0,no,no,no,no,0,0,NA
a29,609.0,1899-12-31T16:27:00Z,yes,laying,4,0,no,no,no,no,0,0,NA
a29,610.0,1899-12-31T13:25:00Z,no,Do Not Monitor (note),0,0,no,no,no,yes,0,0,"nest turned on side, all eggs gone"
a30,603.0,1899-12-31T17:33:00Z,yes,Ready to Lay,0,0,no,no,no,no,0,0,NA
a30,604.0,1899-12-31T10:33:00Z,yes,Ready to Lay,0,0,no,no,no,no,0,0,NA
a30,605.0,1899-12-31T09:57:00Z,no,Ready to Lay,0,0,no,no,no,no,0,0,NA
a30,606.0,1899-12-31T08:41:00Z,no,Ready to Lay,0,0,no,no,no,no,0,0,"nest looks old, has debris in it"
a30,607.0,1899-12-31T11:53:00Z,no,Ready to Lay,0,0,no,no,no,no,0,0,NA
a30,608.0,1899-12-31T08:39:00Z,no,Do Not Monitor (note),0,0,no,no,no,no,0,0,nest is confirmed old
a31,603.0,1899-12-31T15:45:00Z,yes,Building,0,0,no,no,no,no,0,0,NA
a31,604.0,1899-12-31T10:17:00Z,yes,Building,0,0,no,no,no,no,0,0,NA
a31,605.0,1899-12-31T10:12:00Z,yes,Building,0,0,no,no,no,no,0,0,NA
a31,606.0,1899-12-31T09:12:00Z,yes,Ready to Lay,0,0,no,no,no,no,0,0,NA
a31,607.0,1899-12-31T12:24:00Z,yes,Ready to Lay,0,0,no,no,no,no,0,0,NA
a31,608.0,1899-12-31T08:58:00Z,yes,Laying,1,0,no,no,yes,no,0,0,NA
a31,609.0,1899-12-31T17:59:00Z,yes,laying,2,0,no,no,no,no,0,0,NA
a31,610.0,1899-12-31T11:11:00Z,yes,laying,3,0,no,no,no,no,0,0,NA
a31,611.0,1899-12-31T09:04:00Z,Yes,laying,4,0,no,no,no,no,0,0,NA
a31,612.0,1899-12-31T13:23:00Z,yes,laying,5,0,no,no,no,no,0,0,NA
a31,613.0,1899-12-31T10:50:00Z,yes,incubating,5,0,no,no,no,no,0,0,NA
a31,615.0,1899-12-31T09:50:00Z,yes,incubating,5,0,no,no,no,no,0,0,NA
a31,614.0,1899-12-31T09:50:00Z,yes,incubating,5,0,no,no,no,no,0,0,NA
a31,616.0,1899-12-31T12:23:00Z,yes,incubating,5,0,no,no,no,no,0,0,NA
a31,617.0,1899-12-31T09:21:00Z,yes,incubating,5,0,no,no,no,no,0,0,NA
a31,618.0,1899-12-31T11:05:00Z,yes,incubating,5,0,no,no,no,no,0,0,NA
a31,619.0,1899-12-31T09:45:00Z,yes,incubating,5,0,no,no,no,no,0,0,NA
a31,620.0,1899-12-31T10:30:00Z,yes,incubating,5,0,no,no,yes,no,0,0,NA
a31,621.0,1899-12-31T10:13:00Z,yes,hatched,4,0,no,no,no,no,1,0,NA
a31,622.0,1899-12-31T10:15:00Z,yes,hatched,1,0,no,no,no,no,4,0,NA
a31,623.0,1899-12-31T10:32:00Z,yes,hatched,1,0,no,no,no,no,4,0,NA
a31,624.0,1899-12-31T11:56:00Z,yes,do not Monitor (note),0,0,no,no,no,no,5,0,all hatch
a32,604.0,1899-12-31T11:05:00Z,yes,Ready to Lay,0,0,no,no,no,no,0,0,NA
a32,605.0,1899-12-31T10:47:00Z,yes,Ready to Lay,0,0,no,no,no,no,0,0,NA
a32,606.0,1899-12-31T14:30:00Z,yes,Laying,1,0,no,no,no,no,0,0,NA
a32,607.0,1899-12-31T14:10:00Z,yes,Laying,2,0,no,no,no,no,0,0,NA
a32,608.0,1899-12-31T16:33:00Z,no,Laying,3,0,no,no,no,no,0,0,NA
a32,609.0,1899-12-31T14:36:00Z,no,Laying,4,0,no,no,no,no,0,0,NA
a32,610.0,1899-12-31T13:20:00Z,yes,Incubating,4,0,no,no,no,no,0,0,NA
a32,611.0,1899-12-31T11:37:00Z,no,incubating,4,0,no,no,no,no,0,0,NA
a32,612.0,1899-12-31T16:10:00Z,no,incubating,4,0,no,no,no,no,0,0,NA
a32,613.0,1899-12-31T13:08:00Z,no,incubating,4,0,no,no,no,no,0,0,NA
a32,615.0,1899-12-31T12:12:00Z,yes,incubating,4,0,no,no,no,no,0,0,NA
a32,616.0,1899-12-31T10:22:00Z,no,incubating,4,0,no,no,no,no,0,0,NA
a32,617.0,1899-12-31T11:25:00Z,no,incubating,4,0,no,no,no,no,0,0,NA
a32,618.0,1899-12-31T10:47:00Z,no,incubating,4,0,no,no,no,no,0,0,NA
a32,619.0,1899-12-31T10:51:00Z,yes,incubating,4,0,no,no,no,no,0,0,NA
a32,620.0,1899-12-31T10:17:00Z,no,hatched,3,0,no,no,no,no,1,0,NA
a32,621.0,1899-12-31T10:10:00Z,no,hatched,2,0,no,no,no,no,2,0,"2 hatch, 2 egg"
a32,622.0,1899-12-31T11:19:00Z,no,hatched,1,0,no,no,no,no,3,0,"3 hatch, 1 egg"
a32,623.0,1899-12-31T10:50:00Z,yes,hatched,1,0,no,no,no,no,3,0,"3 hartch, 1 egg"
a32,624.0,1899-12-31T11:34:00Z,no,hatched,1,0,no,no,no,no,3,0,"3 hatch, 1 egg, 1 more check"
a32,625.0,1899-12-31T10:34:00Z,no,hatched,1,0,no,no,no,no,3,0,"last egg will not hatch, 3 hatch, 1 addeled"
a34,604.0,1899-12-31T13:37:00Z,yes,Ready to Lay,0,0,no,no,no,no,0,0,NA
a34,605.0,1899-12-31T10:30:00Z,yes,Ready to Lay,0,0,no,no,no,no,0,0,NA
a34,606.0,1899-12-31T11:20:00Z,yes,Laying,1,0,no,no,yes,no,0,0,NA
a34,607.0,1899-12-31T13:43:00Z,yes,Laying,2,0,no,no,no,no,0,0,NA
a34,608.0,1899-12-31T11:45:00Z,yes,Laying,3,0,no,no,no,no,0,0,NA
a34,609.0,1899-12-31T15:06:00Z,yes,laying,4,0,no,no,no,no,0,0,NA
a34,610.0,1899-12-31T12:36:00Z,yes,laying,5,0,no,no,no,no,0,0,NA
a34,611.0,1899-12-31T10:37:00Z,Yes,incubating,5,0,no,no,no,no,0,0,NA
a34,612.0,1899-12-31T15:18:00Z,yes,incubating,5,0,no,no,no,no,0,0,NA
a34,613.0,1899-12-31T12:34:00Z,no,incubating,5,0,no,no,no,no,0,0,NA
a34,615.0,1899-12-31T11:22:00Z,yes,incubating,5,0,no,no,no,no,0,0,NA
a34,616.0,1899-12-31T10:32:00Z,yes,incubating,5,0,no,no,no,no,0,0,NA
a34,617.0,1899-12-31T10:48:00Z,yes,incubating,5,0,no,no,no,no,0,0,NA
a34,618.0,1899-12-31T10:08:00Z,yes,incubating,5,0,no,no,no,no,0,0,NA
a34,619.0,1899-12-31T12:03:00Z,no,incubating,5,0,no,no,no,no,0,0,NA
a34,620.0,1899-12-31T10:42:00Z,yes,hatched,4,0,no,no,no,no,1,0,"no swab taken, birds already hatched - possibly due to extreme heat. 1 hatch, 4 egg"
a34,621.0,1899-12-31T10:34:00Z,no,hatched,2,0,no,no,no,no,2,0,"2 hatch, 2 egg"
a34,622.0,1899-12-31T10:49:00Z,yes,hatched,2,0,no,no,no,no,3,0,"3 hatch, 2 egg"
a34,623.0,1899-12-31T10:03:00Z,yes,hatched,0,0,no,no,no,no,5,0,all hatch (5)
a35,604.0,1899-12-31T17:38:00Z,yes,Ready to Lay,0,0,no,no,no,no,0,0,NA
a35,605.0,1899-12-31T10:19:00Z,yes,Ready to Lay,0,1,yes,yes,no,no,0,0,NA
a35,606.0,1899-12-31T11:14:00Z,yes,Ready to Lay,0,1,no,no,no,no,0,0,cowbird egg is buried
a35,607.0,1899-12-31T13:37:00Z,no,Building,0,0,no,no,no,no,0,0,cowbird egg fully buried
a35,608.0,1899-12-31T11:25:00Z,no,Ready to Lay,0,0,no,no,no,no,0,0,nest buried
a36,604.0,1899-12-31T18:15:00Z,yes,Building,0,0,no,no,no,no,0,0,NA
a36,605.0,1899-12-31T10:15:00Z,yes,Building,0,0,no,no,no,no,0,0,NA
a36,606.0,1899-12-31T11:09:00Z,no,Do Not Monitor (note),0,0,no,no,no,no,0,0,nest gone
a37,605.0,1899-12-31T12:14:00Z,yes,Ready to Lay,0,0,no,no,no,no,0,0,NA
a37,606.0,1899-12-31T10:50:00Z,yes,Ready to Lay,0,0,no,no,no,no,0,0,NA
a37,607.0,1899-12-31T13:07:00Z,yes,Ready to Lay,0,0,no,no,no,no,0,0,NA
a37,608.0,1899-12-31T09:57:00Z,yes,Ready to Lay,0,0,no,no,no,no,0,0,NA
a37,609.0,1899-12-31T14:18:00Z,yes,laying,1,0,no,no,yes,no,0,0,NA
a37,610.0,1899-12-31T12:09:00Z,yes,laying,2,0,no,no,no,no,0,0,NA
a37,611.0,1899-12-31T10:05:00Z,Yes,laying,3,0,no,no,no,no,0,0,NA
a37,612.0,1899-12-31T14:28:00Z,no,laying,4,0,no,no,no,no,0,0,NA
a37,613.0,1899-12-31T11:55:00Z,yes,Do Not Monitor (note),0,0,no,no,no,yes,0,0,"all eggs gone, no nest destruction"
a38,605.0,1899-12-31T14:46:00Z,yes,Building,0,0,no,no,no,no,0,0,NA
a38,607.0,1899-12-31T13:23:00Z,no,Ready to Lay,0,0,no,no,no,no,0,0,NA
a38,608.0,1899-12-31T10:56:00Z,no,Ready to Lay,0,0,no,no,no,no,0,0,NA
a38,609.0,1899-12-31T18:21:00Z,no,laying,1,0,no,no,yes,no,0,0,NA
a38,610.0,1899-12-31T12:16:00Z,no,laying,2,0,no,no,no,no,0,0,NA
a38,611.0,1899-12-31T10:10:00Z,no,laying,3,0,no,no,no,no,0,0,NA
a38,612.0,1899-12-31T14:47:00Z,no,laying,4,0,no,no,no,no,0,0,NA
a38,613.0,1899-12-31T12:06:00Z,no,laying,5,0,no,no,no,no,0,0,NA
a38,615.0,1899-12-31T10:55:00Z,no,incubating,5,0,no,no,no,no,0,0,NA
a38,616.0,1899-12-31T13:08:00Z,yes,incubating,5,0,no,no,no,no,0,0,NA
a38,617.0,1899-12-31T10:01:00Z,no,incubating,5,0,no,no,no,no,0,0,NA
a38,618.0,1899-12-31T11:51:00Z,no,incubating,5,0,no,no,no,no,0,0,NA
a38,619.0,1899-12-31T10:26:00Z,no,incubating,5,0,no,no,no,no,0,0,NA
a38,620.0,1899-12-31T10:01:00Z,no,incubating,5,0,no,no,no,no,0,0,NA
a38,621.0,1899-12-31T09:47:00Z,yes,incubating,5,0,no,no,yes,no,0,0,NA
a38,622.0,1899-12-31T09:52:00Z,yes,hatched,4,0,no,no,no,no,1,0,NA
a38,623.0,1899-12-31T09:59:00Z,yes,hatched,2,0,no,no,no,no,3,0,NA
a38,624.0,1899-12-31T12:43:00Z,yes,hatched,1,0,no,no,no,no,4,0,NA
a38,625.0,1899-12-31T09:25:00Z,yes,do not Monitor (note),0,0,no,no,no,no,5,0,all hatch
a39,605.0,1899-12-31T15:26:00Z,yes,Building,0,0,no,no,no,no,0,0,NA
a39,607.0,1899-12-31T12:58:00Z,yes,Building,0,0,no,no,no,no,0,0,NA
a39,608.0,1899-12-31T09:28:00Z,yes,Ready to Lay,0,0,no,no,no,no,0,0,NA
a39,609.0,1899-12-31T17:35:00Z,yes,laying,1,0,no,no,yes,no,0,0,NA
a39,610.0,1899-12-31T11:51:00Z,yes,laying,2,0,no,no,no,no,0,0,NA
a39,611.0,1899-12-31T09:36:00Z,Yes,Laying/Incubation,2,0,no,no,no,no,0,0,NA
a39,612.0,1899-12-31T14:01:00Z,yes,laying,3,0,no,no,no,no,0,0,NA
a39,613.0,1899-12-31T11:35:00Z,yes,laying,4,0,no,no,no,no,0,0,NA
a39,615.0,1899-12-31T10:32:00Z,yes,incubating,4,0,no,no,no,no,0,0,NA
a39,616.0,1899-12-31T12:54:00Z,yes,incubating,4,0,no,no,no,no,0,0,NA
a39,617.0,1899-12-31T09:52:00Z,yes,incubating,4,0,no,no,no,no,0,0,NA
a39,618.0,1899-12-31T11:39:00Z,yes,incubating,4,0,no,no,no,no,0,0,NA
a39,619.0,1899-12-31T10:14:00Z,yes,do not Monitor (note),0,0,no,no,no,yes,0,0,"eggs gone, nest intact, maybe due to wind"
a4,523.0,1899-12-31T11:59:00Z,yes,Do Not Monitor (note),3,0,no,no,no,no,0,0,outside search area
a40,605.0,1899-12-31T16:33:00Z,no,Ready to Lay,0,0,no,no,no,no,0,0,NA
a40,606.0,1899-12-31T09:31:00Z,no,Ready to Lay,0,0,no,no,no,no,0,0,NA
a40,607.0,1899-12-31T12:49:00Z,no,Ready to Lay,0,0,no,no,no,no,0,0,NA
a40,608.0,1899-12-31T09:21:00Z,yes,Laying,1,0,no,no,no,no,0,0,NA
a40,609.0,1899-12-31T17:49:00Z,yes,laying,3,0,no,no,no,no,0,0,NA
a40,610.0,1899-12-31T10:49:00Z,yes,laying,4,0,no,no,no,no,0,0,NA
a40,611.0,1899-12-31T09:22:00Z,Yes,laying,5,0,no,no,no,no,0,0,NA
a40,612.0,1899-12-31T13:35:00Z,yes,incubating,5,0,no,no,no,no,0,0,NA
a40,613.0,1899-12-31T11:25:00Z,yes,incubating,5,0,no,no,no,no,0,0,NA
a40,615.0,1899-12-31T10:16:00Z,yes,incubating,5,0,no,no,no,no,0,0,NA
a40,614.0,1899-12-31T06:16:00Z,yes,incubating,5,0,no,no,no,no,0,0,NA
a40,616.0,1899-12-31T12:42:00Z,no,incubating,5,0,no,no,no,no,0,0,NA
a40,617.0,1899-12-31T09:43:00Z,yes,incubating,5,0,no,no,no,no,0,0,NA
a40,618.0,1899-12-31T11:29:00Z,yes,incubating,5,0,no,no,no,no,0,0,NA
a40,619.0,1899-12-31T10:06:00Z,yes,incubating,5,0,no,no,no,no,0,0,NA
a40,620.0,1899-12-31T10:27:00Z,yes,incubating,5,0,no,no,no,no,0,0,NA
a40,621.0,1899-12-31T10:06:00Z,no,incubating,5,0,no,no,no,no,0,0,NA
a40,622.0,1899-12-31T10:05:00Z,no,incubating,2,0,no,no,no,yes,0,0,"3 eggs missing, nest intact"
a40,623.0,1899-12-31T10:20:00Z,no,do not Monitor (note),0,0,no,no,no,yes,0,0,"nest messed up, eggshells in nest"
a41,605.0,1899-12-31T16:51:00Z,no,Ready to Lay,0,0,no,no,no,no,0,0,NA
a41,606.0,1899-12-31T09:27:00Z,no,Ready to Lay,0,0,no,no,no,no,0,0,NA
a41,607.0,1899-12-31T12:41:00Z,no,Ready to Lay,0,0,no,no,no,no,0,0,NA
a41,608.0,1899-12-31T09:13:00Z,yes,Laying,1,0,no,no,yes,no,0,0,NA
a41,609.0,1899-12-31T17:42:00Z,no,laying,2,0,no,no,no,no,0,0,NA
a41,610.0,1899-12-31T10:51:00Z,yes,laying,3,0,no,no,no,no,0,0,NA
a41,611.0,1899-12-31T09:20:00Z,Yes,laying,4,0,no,no,no,no,0,0,NA
a41,612.0,1899-12-31T13:32:00Z,yes,incubating,4,0,no,no,no,no,0,0,NA
a41,613.0,1899-12-31T11:01:00Z,yes,incubating,4,0,no,no,no,no,0,0,NA
a41,615.0,1899-12-31T10:05:00Z,yes,incubating,4,0,no,no,no,no,0,0,NA
a41,614.0,1899-12-31T13:24:00Z,yes,incubating,4,0,no,no,no,no,0,0,NA
a41,616.0,1899-12-31T12:37:00Z,no,incubating,4,0,no,no,no,no,0,0,NA
a41,617.0,1899-12-31T09:38:00Z,yes,incubating,4,0,no,no,no,no,0,0,NA
a41,618.0,1899-12-31T11:24:00Z,yes,incubating,4,0,no,no,no,no,0,0,NA
a41,619.0,1899-12-31T09:58:00Z,yes,incubating,4,0,no,no,yes,no,0,0,NA
a41,620.0,1899-12-31T10:16:00Z,yes,incubating,4,0,no,no,no,no,0,0,NA
a41,621.0,1899-12-31T10:00:00Z,yes,hatched,3,0,no,no,no,no,1,0,NA
a41,622.0,1899-12-31T10:03:00Z,yes,do not Monitor (note),0,0,no,no,no,no,4,0,all hatched
a42,605.0,1899-12-31T17:05:00Z,yes,Ready to Lay,0,0,no,no,no,no,0,0,NA
a42,606.0,1899-12-31T09:33:00Z,yes,Ready to Lay,0,0,no,no,no,no,0,0,NA
a42,607.0,1899-12-31T12:47:00Z,yes,Ready to Lay,0,0,no,no,no,no,0,0,NA
a42,608.0,1899-12-31T09:19:00Z,yes,Ready to Lay,0,0,no,no,no,no,0,0,NA
a42,609.0,1899-12-31T17:44:00Z,yes,laying,1,0,no,no,yes,no,0,0,NA
a42,610.0,1899-12-31T10:41:00Z,yes,laying,2,0,no,no,no,no,0,0,NA
a42,611.0,1899-12-31T09:26:00Z,Yes,laying,3,0,no,no,no,no,0,0,NA
a42,612.0,1899-12-31T13:37:00Z,yes,laying,4,0,no,no,no,no,0,0,NA
a42,613.0,1899-12-31T11:04:00Z,yes,incubating,4,0,no,no,no,no,0,0,NA
a42,615.0,1899-12-31T10:11:00Z,yes,incubating,4,0,no,no,no,no,0,0,NA
a42,614.0,1899-12-31T13:26:00Z,yes,incubating,4,0,no,no,no,no,0,0,NA
a42,616.0,1899-12-31T12:40:00Z,yes,incubating,3,0,no,no,no,yes,0,0,1 egg missing
a42,617.0,1899-12-31T09:40:00Z,yes,incubating,3,0,no,no,no,no,0,0,NA
a42,618.0,1899-12-31T11:26:00Z,yes,incubating,3,0,no,no,no,no,0,0,NA
a42,619.0,1899-12-31T10:03:00Z,yes,incubating,3,0,no,no,no,no,0,0,NA
a42,620.0,1899-12-31T10:18:00Z,yes,incubating,3,0,no,no,no,no,0,0,NA
a42,621.0,1899-12-31T10:02:00Z,no,do not Monitor (note),0,0,no,no,no,yes,0,0,nest and eggs gone
a43,605.0,1899-12-31T17:16:00Z,yes,Ready to Lay,0,0,no,no,no,no,0,0,NA
a43,606.0,1899-12-31T09:08:00Z,no,Ready to Lay,0,0,no,no,no,no,0,0,NA
a43,607.0,1899-12-31T12:24:00Z,yes,Laying,1,0,no,no,yes,no,0,0,fawn resting spot
a43,608.0,1899-12-31T09:04:00Z,yes,Laying,2,0,no,no,no,no,0,0,NA
a43,609.0,1899-12-31T18:00:00Z,yes,laying,3,0,no,no,no,no,0,0,NA
a43,610.0,1899-12-31T10:57:00Z,yes,laying,4,0,no,no,no,no,0,0,NA
a43,611.0,1899-12-31T09:05:00Z,Yes,incubating,4,0,no,no,no,no,0,0,NA
a43,612.0,1899-12-31T13:24:00Z,yes,incubating,4,0,no,no,no,no,0,0,NA
a43,613.0,1899-12-31T10:51:00Z,yes,incubating,4,0,no,no,no,no,0,0,NA
a43,615.0,1899-12-31T09:51:00Z,yes,incubating,4,0,no,no,no,no,0,0,NA
a43,614.0,1899-12-31T13:17:00Z,yes,incubating,4,0,no,no,no,no,0,0,NA
a43,616.0,1899-12-31T12:25:00Z,yes,incubating,4,0,no,no,no,no,0,0,NA
a43,617.0,1899-12-31T09:24:00Z,yes,incubating,4,0,no,no,no,no,0,0,NA
a43,618.0,1899-12-31T11:06:00Z,yes,incubating,4,0,no,no,yes,no,0,0,NA
a43,619.0,1899-12-31T09:46:00Z,yes,incubating,4,0,no,no,no,no,0,0,NA
a43,620.0,1899-12-31T10:33:00Z,yes,hatched,2,0,no,no,no,no,2,0,NA
a43,621.0,1899-12-31T10:14:00Z,yes,hatched,1,0,no,no,no,no,3,0,NA
a43,622.0,1899-12-31T10:17:00Z,yes,hatched,1,0,no,no,no,no,3,0,NA
a43,623.0,1899-12-31T10:33:00Z,yes,do not Monitor (note),0,0,no,no,no,no,4,0,all hatch
a44,605.0,1899-12-31T17:25:00Z,yes,Ready to Lay,0,0,no,no,no,no,0,0,NA
a44,606.0,1899-12-31T09:06:00Z,yes,Ready to Lay,0,0,bo,no,no,no,0,0,NA
a44,607.0,1899-12-31T12:31:00Z,yes,Ready to Lay,0,0,no,no,no,no,0,0,NA
a44,608.0,1899-12-31T09:09:00Z,yes,Laying,1,0,no,no,no,no,0,0,NA
a44,609.0,1899-12-31T18:02:00Z,yes,laying,2,0,no,no,no,no,0,0,NA
a44,610.0,1899-12-31T10:22:00Z,yes,laying,3,0,no,no,no,no,0,0,NA
a44,611.0,1899-12-31T09:07:00Z,no,Do Not Monitor (note),0,0,no,no,no,yes,0,0,"all eggs gone, nest disheveled"
a45,605.0,1899-12-31T17:30:00Z,yes,Ready to Lay,0,0,no,no,no,no,0,0,NA
a45,606.0,1899-12-31T09:05:00Z,no,Building,0,0,no,no,no,no,0,0,NA
a45,607.0,1899-12-31T12:30:00Z,yes,Building,0,0,no,no,no,no,0,0,NA
a45,608.0,1899-12-31T09:05:00Z,yes,Laying,1,0,no,no,yes,no,0,0,NA
a45,609.0,1899-12-31T18:02:00Z,yes,laying,2,0,no,no,no,no,0,0,NA
a45,610.0,1899-12-31T10:24:00Z,yes,laying,3,0,no,no,no,no,0,0,NA
a45,611.0,1899-12-31T09:06:00Z,Yes,laying,4,0,no,no,no,no,0,0,NA
a45,612.0,1899-12-31T13:25:00Z,yes,laying,5,0,no,no,no,no,0,0,NA
a45,613.0,1899-12-31T10:53:00Z,yes,incubating,5,0,no,no,no,no,0,0,NA
a45,614.0,1899-12-31T13:18:00Z,yes,incubating,5,0,no,no,no,no,0,0,NA
a45,615.0,1899-12-31T09:53:00Z,yes,incubating,5,0,no,no,no,no,0,0,NA
a45,616.0,1899-12-31T12:26:00Z,yes,incubating,5,0,no,no,no,no,0,0,NA
a45,617.0,1899-12-31T09:27:00Z,yes,incubating,5,0,no,no,no,no,0,0,NA
a45,618.0,1899-12-31T11:11:00Z,yes,incubating,5,0,no,no,no,no,0,0,NA
a45,619.0,1899-12-31T09:47:00Z,no,do not Monitor (note),0,0,no,no,no,yes,0,0,"all eggs gone, nest intact"
a46,605.0,1899-12-31T17:40:00Z,yes,Ready to Lay,0,0,no,no,no,no,0,0,NA
a46,606.0,1899-12-31T08:49:00Z,yes,Ready to Lay,0,0,no,no,no,no,0,0,NA
a46,607.0,1899-12-31T12:08:00Z,no,Ready to Lay,0,0,no,no,no,no,0,0,NA
a46,608.0,1899-12-31T08:48:00Z,no,Laying,1,1,yes,yes,no,no,0,0,NA
a46,609.0,1899-12-31T18:08:00Z,no,laying,2,1,no,no,no,no,0,0,looks like nest is being buried
a46,610.0,1899-12-31T10:10:00Z,no,Building,2,1,no,no,no,no,0,0,nest being buried
a46,611.0,1899-12-31T08:46:00Z,no,Do Not Monitor (note),2,1,no,no,no,no,0,0,"nest pulled apart, upper layer gone exposing buried eggs, likely deserted"
a47,605.0,1899-12-31T17:54:00Z,yes,Ready to Lay,0,0,no,no,no,no,0,0,NA
a47,606.0,1899-12-31T09:02:00Z,yes,Ready to Lay,0,0,no,no,no,no,0,0,NA
a47,607.0,1899-12-31T12:15:00Z,yes,Laying,1,0,no,no,yes,no,0,0,NA
a47,608.0,1899-12-31T08:57:00Z,yes,Laying,2,0,no,no,no,no,0,0,NA
a47,609.0,1899-12-31T18:05:00Z,yes,laying,3,0,no,no,no,no,0,0,NA
a47,610.0,1899-12-31T11:13:00Z,yes,laying,4,0,no,no,no,no,0,0,NA
a47,611.0,1899-12-31T09:03:00Z,Yes,laying,5,0,no,no,no,no,0,0,NA
a47,612.0,1899-12-31T13:32:00Z,yes,incubating,5,0,no,no,no,no,0,0,NA
a47,613.0,1899-12-31T10:48:00Z,yes,incubating,5,0,no,no,no,no,0,0,NA
a47,614.0,1899-12-31T13:14:00Z,no,incubating,5,0,no,no,no,no,0,0,NA
a47,615.0,1899-12-31T09:48:00Z,no,incubating,5,0,no,no,no,no,0,0,NA
a47,616.0,1899-12-31T14:29:00Z,no,incubating,5,0,no,no,no,no,0,0,NA
a47,617.0,1899-12-31T09:19:00Z,yes,incubating,5,0,no,no,no,no,0,0,NA
a47,618.0,1899-12-31T11:05:00Z,yes,incubating,5,0,no,no,no,no,0,0,NA
a47,619.0,1899-12-31T09:40:00Z,no,incubating,5,0,no,no,yes,no,0,0,NA
a47,620.0,1899-12-31T10:38:00Z,no,hatched,3,0,no,no,no,no,2,0,NA
a47,621.0,1899-12-31T10:16:00Z,yes,do not Monitor (note),0,0,no,no,no,yes,2,0,"eggs gone, hatchlings don't look alive"
a48,605.0,1899-12-31T18:03:00Z,yes,Building,0,0,no,no,no,no,0,0,NA
a48,607.0,1899-12-31T12:13:00Z,yes,Building,0,0,no,no,no,no,0,0,NA
a48,608.0,1899-12-31T08:44:00Z,yes,Building,0,0,no,no,no,no,0,0,NA
a48,609.0,1899-12-31T09:15:00Z,yes,ready to Lay,0,0,no,no,no,no,0,0,NA
a48,610.0,1899-12-31T11:17:00Z,yes,ready to Lay,0,0,no,no,no,no,0,0,NA
a48,611.0,1899-12-31T08:58:00Z,Yes,laying,1,0,no,no,yes,no,0,0,NA
a48,612.0,1899-12-31T13:19:00Z,yes,laying,2,0,no,no,no,no,0,0,NA
a48,613.0,1899-12-31T10:46:00Z,yes,laying,3,0,no,no,no,no,0,0,NA
a48,614.0,1899-12-31T13:12:00Z,yes,laying,4,0,no,no,no,no,0,0,NA
a48,615.0,1899-12-31T09:43:00Z,no,incubating,4,0,no,no,no,no,0,0,NA
a48,616.0,1899-12-31T12:20:00Z,yes,incubating,4,0,no,no,no,no,0,0,NA
a48,617.0,1899-12-31T09:11:00Z,yes,incubating,4,0,no,no,no,no,0,0,NA
a48,618.0,1899-12-31T10:56:00Z,no,incubating,4,0,no,no,no,no,0,0,NA
a48,619.0,1899-12-31T10:56:00Z,yes,incubating,4,0,no,no,no,no,0,0,NA
a48,620.0,1899-12-31T10:39:00Z,yes,incubating,4,0,no,no,no,no,0,0,NA
a48,621.0,1899-12-31T10:18:00Z,yes,incubating,4,0,no,no,no,no,0,0,NA
a48,622.0,1899-12-31T10:49:00Z,yes,incubating,4,0,no,no,yes,no,0,0,NA
a48,623.0,1899-12-31T10:37:00Z,yes,hatched,3,0,no,no,no,no,1,0,NA
a48,624.0,1899-12-31T12:03:00Z,yes,hatched,2,0,no,no,no,no,2,0,NA
a48,625.0,1899-12-31T09:55:00Z,yes,hatched,1,0,no,no,no,no,3,0,NA
a48,626.0,1899-12-31T10:04:00Z,yes,Do not Monitor (note),0,0,no,no,no,yes,3,0,"1 egg missing, all hatch"
a49,605.0,1899-12-31T18:22:00Z,yes,Building,0,0,no,no,no,no,0,0,NA
a49,607.0,1899-12-31T12:02:00Z,yes,Building,0,0,no,no,no,no,0,0,NA
a49,608.0,1899-12-31T08:33:00Z,yes,Ready to Lay,0,0,no,no,no,no,0,0,NA
a49,609.0,1899-12-31T09:45:00Z,yes,laying,1,0,no,no,yes,no,0,0,NA
